"","uID","variable","factor",".id","source","rise1.3","rise2.3","sex","Source.Global","Source.Primary","Source.Secondary","Country","Location","Language","Weird","Execution","SubjectPool","Setting","Tablet","Pencil","StudyOrderN","IDiffOrderN","study.order","analysis.type","subset","case.include"
"1830",6412,8,"Unprepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","tamucc",8,NA,NA,"tamucc","tamucc","tamucc","USA","Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Zaval|Knobe|Tversky.Gati|Risen|Savani|Gray|Hsee|Norenzayan|Ross.Slate2|Shafir|Geissner|Hauser|Schwarz|Tversky|Zhong","ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five",4,"Global","all",TRUE
"1849",6452,4,"Unprepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","tamucc",4,NA,2,"tamucc","tamucc","tamucc","USA","Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Hsee|Norenzayan|Shafir|Zhong|Savani|Gray|Risen|Geissner|Zaval|Hauser|Tversky.Gati|Tversky|Ross.Slate2|Knobe|Schwarz","ID: Mood|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing",7,"Global","all",TRUE
"1850",6454,7,"Unprepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","tamucc",7,NA,2,"tamucc","tamucc","tamucc","USA","Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Hauser|Gray|Tversky.Gati|Shafir|Savani|Knobe|Geissner|Tversky|Risen|Ross.Slate2|Schwarz|Zhong|Hsee|Norenzayan|Zaval","ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing",9,"Global","all",TRUE
"1859",6474,7,"Unprepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","tamucc",7,NA,2,"tamucc","tamucc","tamucc","USA","Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Shafir|Hauser|Zaval|Gray|Norenzayan|Schwarz|Savani|Tversky.Gati|Ross.Slate2|Knobe|Geissner|Tversky|Zhong|Hsee|Risen","ID: Mood|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing",15,"Global","all",TRUE
"1868",6489,6,"Unprepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","tamucc",6,NA,1,"tamucc","tamucc","tamucc","USA","Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Savani|Gray|Risen|Tversky|Hauser|Knobe|Shafir|Zaval|Schwarz|Ross.Slate2|Geissner|Norenzayan|Hsee|Zhong|Tversky.Gati","ID: Cognitive reflection|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Mood|ID: Subjective wellbeing",3,"Global","all",TRUE
"1878",6511,1,"Unprepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","tamucc",1,NA,1,"tamucc","tamucc","tamucc","USA","Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Ross.Slate2|Tversky.Gati|Geissner|Gray|Savani|Norenzayan|Zaval|Risen|Knobe|Tversky|Zhong|Schwarz|Shafir|Hsee|Hauser","ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood",8,"Global","all",TRUE
"1879",6515,6,"Unprepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","tamucc",6,NA,2,"tamucc","tamucc","tamucc","USA","Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Tversky|Ross.Slate2|Shafir|Geissner|Hauser|Zaval|Hsee|Risen|Schwarz|Zhong|Tversky.Gati|Knobe|Norenzayan|Savani|Gray","ID: Cognitive reflection|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Mood|ID: Subjective wellbeing",8,"Global","all",TRUE
"1880",6517,3,"Unprepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","tamucc",3,NA,2,"tamucc","tamucc","tamucc","USA","Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Knobe|Savani|Ross.Slate2|Hauser|Shafir|Schwarz|Zaval|Tversky.Gati|Zhong|Risen|Geissner|Tversky|Hsee|Norenzayan|Gray","ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Mood|ID: Subjective wellbeing|ID: TIPI for Big-Five",10,"Global","all",TRUE
"1929",6604,7,"Unprepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","tamucc",7,NA,2,"tamucc","tamucc","tamucc","USA","Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Zaval|Norenzayan|Geissner|Risen|Zhong|Tversky|Knobe|Schwarz|Savani|Gray|Hauser|Shafir|Tversky.Gati|Hsee|Ross.Slate2","ID: Subjective wellbeing|ID: Mood|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Global self-esteem SISE",4,"Global","all",TRUE
"1930",6605,8,"Unprepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","tamucc",8,NA,1,"tamucc","tamucc","tamucc","USA","Department of Psychology, Counseling, and Special Education, Texas A&M University-Commerce, Commerce, TX 75429","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Shafir|Schwarz|Gray|Hsee|Ross.Slate2|Savani|Knobe|Hauser|Norenzayan|Zhong|Geissner|Zaval|Tversky.Gati|Tversky|Risen","ID: Subjective wellbeing|ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five|ID: Global self-esteem SISE",15,"Global","all",TRUE
